event;venue;year;month;event_type;organizer;result;country;crew;boat_type;distance;age_category;gender;race_number;lane_number;stage;all comers;comment
201308_hungary_szeged;Hungary - Szeged;2013;8;WDBRC;IDBF;02:18.770;Poland;National Team;10;500;junior A;mixed;103;3;round 3;;
201308_hungary_szeged;Hungary - Szeged;2013;8;WDBRC;IDBF;02:18.770;Australia;National Team;20;500;senior B;women;289;2;final 1;;
201308_hungary_szeged;Hungary - Szeged;2013;8;WDBRC;IDBF;02:18.790;Germany;National Team;10;500;junior A;open;129;4;round 3;;
201308_hungary_szeged;Hungary - Szeged;2013;8;WDBRC;IDBF;02:18.790;United States;National Team;20;500;senior C;open;290;5;round 3;;
201308_hungary_szeged;Hungary - Szeged;2013;8;WDBRC;IDBF;02:18.890;Canada;National Team;10;500;junior B;mixed;105;2;round 3;;
201308_hungary_szeged;Hungary - Szeged;2013;8;WDBRC;IDBF;02:18.910;Romania;National Team;10;500;senior A;open;123;4;round 1;;
201308_hungary_szeged;Hungary - Szeged;2013;8;WDBRC;IDBF;02:18.950;Australia;National Team;10;500;junior A;open;129;2;round 3;;
201308_hungary_szeged;Hungary - Szeged;2013;8;WDBRC;IDBF;02:19.070;Canada;National Team;10;500;junior B;open;120;1;round 1;;
201308_hungary_szeged;Hungary - Szeged;2013;8;WDBRC;IDBF;02:19.140;Germany;National Team;10;500;junior A;open;125;3;round 2;;
201308_hungary_szeged;Hungary - Szeged;2013;8;WDBRC;IDBF;02:19.330;Australia;National Team;10;500;junior A;mixed;77;2;round 1;;
201308_hungary_szeged;Hungary - Szeged;2013;8;WDBRC;IDBF;02:19.390;United States;National Team;20;500;senior C;open;258;3;round 1;;
201308_hungary_szeged;Hungary - Szeged;2013;8;WDBRC;IDBF;02:19.540;Great Britain;National Team;10;500;premier;open;275;3;semi 2;;
201308_hungary_szeged;Hungary - Szeged;2013;8;WDBRC;IDBF;02:19.630;Hong Kong;National Team;10;500;premier;open;246;4;heat 1;;
201308_hungary_szeged;Hungary - Szeged;2013;8;WDBRC;IDBF;02:19.790;Romania;National Team;10;500;senior A;open;127;1;round 2;;
201308_hungary_szeged;Hungary - Szeged;2013;8;WDBRC;IDBF;02:19.790;Puerto Rico;National Team;10;500;premier;open;246;2;heat 1;;
201308_hungary_szeged;Hungary - Szeged;2013;8;WDBRC;IDBF;02:19.800;United States;National Team;10;500;u24;open;267;5;round 2;;
201308_hungary_szeged;Hungary - Szeged;2013;8;WDBRC;IDBF;02:19.970;Romania;National Team;10;500;premier;mixed;94;5;semi 1;;
201308_hungary_szeged;Hungary - Szeged;2013;8;WDBRC;IDBF;02:20.000;United States;National Team;20;500;senior B;women;254;5;heat 1;;
201308_hungary_szeged;Hungary - Szeged;2013;8;WDBRC;IDBF;02:20.050;Canada;National Team;10;500;junior B;mixed;93;4;round 2;;
201308_hungary_szeged;Hungary - Szeged;2013;8;WDBRC;IDBF;02:20.060;Switzerland;National Team;10;500;premier;mixed;79;2;heat 1;;
201308_hungary_szeged;Hungary - Szeged;2013;8;WDBRC;IDBF;02:20.070;Hungary;National Team;20;500;junior A;women;255;3;heat 1;;
201308_hungary_szeged;Hungary - Szeged;2013;8;WDBRC;IDBF;02:20.270;Canada;National Team;20;500;junior A;women;288;5;final 1;;
201308_hungary_szeged;Hungary - Szeged;2013;8;WDBRC;IDBF;02:20.280;Russia;National Team;10;500;senior A;mixed;104;4;round 3;;
201308_hungary_szeged;Hungary - Szeged;2013;8;WDBRC;IDBF;02:20.310;Hungary;National Team;20;500;senior A;women;250;2;heat 1;;
201308_hungary_szeged;Hungary - Szeged;2013;8;WDBRC;IDBF;02:20.380;United States;National Team;20;500;senior C;open;273;4;round 2;;
201308_hungary_szeged;Hungary - Szeged;2013;8;WDBRC;IDBF;02:20.410;Germany;National Team;10;500;junior A;open;120;2;round 1;;
201308_hungary_szeged;Hungary - Szeged;2013;8;WDBRC;IDBF;02:20.590;Poland;National Team;10;500;junior A;mixed;91;2;round 2;;
201308_hungary_szeged;Hungary - Szeged;2013;8;WDBRC;IDBF;02:20.630;United States;National Team;10;500;u24;open;248;1;round 1;;
201308_hungary_szeged;Hungary - Szeged;2013;8;WDBRC;IDBF;02:20.700;Poland;National Team;10;500;junior A;mixed;77;3;round 1;;
201308_hungary_szeged;Hungary - Szeged;2013;8;WDBRC;IDBF;02:20.710;Macau;National Team;20;500;premier;women;280;1;semi 1;;
201308_hungary_szeged;Hungary - Szeged;2013;8;WDBRC;IDBF;02:20.730;Norway;National Team;10;500;premier;open;285;1;minor final;;
201308_hungary_szeged;Hungary - Szeged;2013;8;WDBRC;IDBF;02:20.810;Italy;National Team;10;500;senior B;open;127;3;round 2;;
201308_hungary_szeged;Hungary - Szeged;2013;8;WDBRC;IDBF;02:20.970;Australia;National Team;10;500;junior B;mixed;77;4;round 1;;
201308_hungary_szeged;Hungary - Szeged;2013;8;WDBRC;IDBF;02:21.030;Italy;National Team;10;500;senior B;open;122;2;round 1;;
201308_hungary_szeged;Hungary - Szeged;2013;8;WDBRC;IDBF;02:21.050;Australia;National Team;10;500;junior B;mixed;93;3;round 2;;
201308_hungary_szeged;Hungary - Szeged;2013;8;WDBRC;IDBF;02:21.160;Norway;National Team;10;500;premier;open;267;2;rep 2;;
201308_hungary_szeged;Hungary - Szeged;2013;8;WDBRC;IDBF;02:21.230;United States;National Team;10;500;u24;open;284;5;round 3;;
201308_hungary_szeged;Hungary - Szeged;2013;8;WDBRC;IDBF;02:21.240;Switzerland;National Team;10;500;premier;open;247;2;heat 2;;
201308_hungary_szeged;Hungary - Szeged;2013;8;WDBRC;IDBF;02:21.450;Romania;National Team;10;500;premier;mixed;106;1;grand final;;
201308_hungary_szeged;Hungary - Szeged;2013;8;WDBRC;IDBF;02:21.590;Great Britain;National Team;10;500;junior A;open;125;2;round 2;;
201308_hungary_szeged;Hungary - Szeged;2013;8;WDBRC;IDBF;02:21.670;Japan;National Team;20;500;senior A;open;270;6;semi 1;;
201308_hungary_szeged;Hungary - Szeged;2013;8;WDBRC;IDBF;02:21.680;Poland;National Team;10;500;premier;open;275;4;semi 2;;
201308_hungary_szeged;Hungary - Szeged;2013;8;WDBRC;IDBF;02:21.730;Iran;National Team;10;500;premier;open;247;1;heat 2;;
201308_hungary_szeged;Hungary - Szeged;2013;8;WDBRC;IDBF;02:21.880;Australia;National Team;10;500;junior A;mixed;91;4;round 2;;
201308_hungary_szeged;Hungary - Szeged;2013;8;WDBRC;IDBF;02:21.920;Australia;National Team;20;500;senior C;women;288;2;final 1;;
201308_hungary_szeged;Hungary - Szeged;2013;8;WDBRC;IDBF;02:21.990;Canada;National Team;20;500;senior C;women;288;3;final 1;;
201308_hungary_szeged;Hungary - Szeged;2013;8;WDBRC;IDBF;02:22.010;Italy;National Team;10;500;senior A;mixed;104;2;round 3;;
201308_hungary_szeged;Hungary - Szeged;2013;8;WDBRC;IDBF;02:22.010;Czech Republic;National Team;20;500;senior C;open;258;4;round 1;;
201308_hungary_szeged;Hungary - Szeged;2013;8;WDBRC;IDBF;02:22.020;Czech Republic;National Team;20;500;senior C;open;290;2;round 3;;
201308_hungary_szeged;Hungary - Szeged;2013;8;WDBRC;IDBF;02:22.100;Romania;National Team;10;500;premier;open;247;4;heat 2;;
201308_hungary_szeged;Hungary - Szeged;2013;8;WDBRC;IDBF;02:22.110;Canada;National Team;10;500;junior B;mixed;77;5;round 1;;
201308_hungary_szeged;Hungary - Szeged;2013;8;WDBRC;IDBF;02:22.120;Norway;National Team;10;500;premier;open;247;5;heat 2;;
201308_hungary_szeged;Hungary - Szeged;2013;8;WDBRC;IDBF;02:22.120;Cyprus;National Team;10;500;premier;open;248;5;heat 3;;
201308_hungary_szeged;Hungary - Szeged;2013;8;WDBRC;IDBF;02:22.170;Trinidad and Tobago;National Team;10;500;u24;open;267;4;round 2;;
201308_hungary_szeged;Hungary - Szeged;2013;8;WDBRC;IDBF;02:22.360;Russia;National Team;10;500;premier;mixed;79;3;heat 1;;
201308_hungary_szeged;Hungary - Szeged;2013;8;WDBRC;IDBF;02:22.850;Czech Republic;National Team;20;500;senior C;open;273;5;round 2;;
201308_hungary_szeged;Hungary - Szeged;2013;8;WDBRC;IDBF;02:22.850;Macau;National Team;20;500;premier;women;260;5;heat 1;;
201308_hungary_szeged;Hungary - Szeged;2013;8;WDBRC;IDBF;02:22.970;Australia;National Team;20;500;senior C;women;255;4;heat 1;;
201308_hungary_szeged;Hungary - Szeged;2013;8;WDBRC;IDBF;02:23.030;Puerto Rico;National Team;10;500;premier;open;285;3;minor final;;
201308_hungary_szeged;Hungary - Szeged;2013;8;WDBRC;IDBF;02:23.060;Russia;National Team;10;500;senior A;mixed;78;2;round 1;;
201308_hungary_szeged;Hungary - Szeged;2013;8;WDBRC;IDBF;02:23.110;Romania;National Team;10;500;premier;mixed;79;4;heat 1;;
201308_hungary_szeged;Hungary - Szeged;2013;8;WDBRC;IDBF;02:23.150;Switzerland;National Team;10;500;premier;open;285;4;minor final;;
201308_hungary_szeged;Hungary - Szeged;2013;8;WDBRC;IDBF;02:23.160;Hong Kong;National Team;10;500;premier;open;274;5;semi 1;;
201308_hungary_szeged;Hungary - Szeged;2013;8;WDBRC;IDBF;02:23.200;Puerto Rico;National Team;10;500;premier;open;275;5;semi 2;;
201308_hungary_szeged;Hungary - Szeged;2013;8;WDBRC;IDBF;02:23.250;Australia;National Team;20;500;senior B;women;254;4;heat 1;;
201308_hungary_szeged;Hungary - Szeged;2013;8;WDBRC;IDBF;02:23.530;Cyprus;National Team;10;500;premier;open;285;2;minor final;;
201308_hungary_szeged;Hungary - Szeged;2013;8;WDBRC;IDBF;02:23.690;Russia;National Team;10;500;senior A;mixed;92;3;round 2;;
201308_hungary_szeged;Hungary - Szeged;2013;8;WDBRC;IDBF;02:23.730;Cyprus;National Team;10;500;premier;open;266;4;rep 1;;
201308_hungary_szeged;Hungary - Szeged;2013;8;WDBRC;IDBF;02:23.780;Hungary;National Team;20;500;senior A;women;269;2;semi 1;;
201308_hungary_szeged;Hungary - Szeged;2013;8;WDBRC;IDBF;02:23.800;Italy;National Team;10;500;senior B;open;131;3;round 3;;
201308_hungary_szeged;Hungary - Szeged;2013;8;WDBRC;IDBF;02:23.870;Trinidad and Tobago;National Team;10;500;premier;open;248;4;heat 3;;
201308_hungary_szeged;Hungary - Szeged;2013;8;WDBRC;IDBF;02:23.890;Italy;National Team;10;500;senior A;mixed;78;3;round 1;;
201308_hungary_szeged;Hungary - Szeged;2013;8;WDBRC;IDBF;02:23.920;Trinidad and Tobago;National Team;10;500;u24;open;247;6;round 1;;
201308_hungary_szeged;Hungary - Szeged;2013;8;WDBRC;IDBF;02:23.930;Canada;National Team;20;500;senior C;women;255;5;heat 1;;
201308_hungary_szeged;Hungary - Szeged;2013;8;WDBRC;IDBF;02:24.110;Switzerland;National Team;10;500;premier;open;274;2;semi 1;;
201308_hungary_szeged;Hungary - Szeged;2013;8;WDBRC;IDBF;02:24.150;Hungary;National Team;20;500;senior A;women;293;3;minor final;;
201308_hungary_szeged;Hungary - Szeged;2013;8;WDBRC;IDBF;02:24.200;Thailand;National Team;10;500;premier;women;277;3;grand final;;
201308_hungary_szeged;Hungary - Szeged;2013;8;WDBRC;IDBF;02:24.320;Romania;National Team;10;500;premier;open;267;3;rep 2;;
201308_hungary_szeged;Hungary - Szeged;2013;8;WDBRC;IDBF;02:24.350;Czech Republic;National Team;20;500;senior A;women;293;4;minor final;;
201308_hungary_szeged;Hungary - Szeged;2013;8;WDBRC;IDBF;02:24.620;Canada;National Team;20;500;senior C;women;271;2;semi 1;;
201308_hungary_szeged;Hungary - Szeged;2013;8;WDBRC;IDBF;02:24.650;Hungary;National Team;20;500;junior A;women;271;5;semi 1;;
201308_hungary_szeged;Hungary - Szeged;2013;8;WDBRC;IDBF;02:24.810;Iran;National Team;10;500;premier;open;266;3;rep 1;;
201308_hungary_szeged;Hungary - Szeged;2013;8;WDBRC;IDBF;02:25.420;Cyprus;National Team;10;500;premier;open;274;1;semi 1;;
201308_hungary_szeged;Hungary - Szeged;2013;8;WDBRC;IDBF;02:25.700;Great Britain;National Team;10;500;senior A;women;126;3;round 2;;
201308_hungary_szeged;Hungary - Szeged;2013;8;WDBRC;IDBF;02:25.720;Thailand;National Team;10;500;premier;women;243;5;heat 1;;
201308_hungary_szeged;Hungary - Szeged;2013;8;WDBRC;IDBF;02:25.730;Iran;National Team;10;500;premier;open;285;5;minor final;;
201308_hungary_szeged;Hungary - Szeged;2013;8;WDBRC;IDBF;02:26.000;Trinidad and Tobago;National Team;10;500;junior A;mixed;91;3;round 2;;
201308_hungary_szeged;Hungary - Szeged;2013;8;WDBRC;IDBF;02:26.090;Hungary;National Team;20;500;junior A;women;288;6;final 1;;
201308_hungary_szeged;Hungary - Szeged;2013;8;WDBRC;IDBF;02:26.730;Czech Republic;National Team;20;500;senior A;women;269;5;semi 1;;
201308_hungary_szeged;Hungary - Szeged;2013;8;WDBRC;IDBF;02:26.790;Trinidad and Tobago;National Team;10;500;junior A;mixed;77;1;round 1;;
201308_hungary_szeged;Hungary - Szeged;2013;8;WDBRC;IDBF;02:27.070;Great Britain;National Team;10;500;senior A;women;121;2;round 1;;
201308_hungary_szeged;Hungary - Szeged;2013;8;WDBRC;IDBF;02:27.200;Australia;National Team;10;500;u24;women;245;2;round 1;;
201308_hungary_szeged;Hungary - Szeged;2013;8;WDBRC;IDBF;02:27.310;Hong Kong;National Team;10;500;premier;open;286;6;grand final;;
201308_hungary_szeged;Hungary - Szeged;2013;8;WDBRC;IDBF;02:27.360;Czech Republic;National Team;20;500;senior A;women;251;2;heat 2;;
201308_hungary_szeged;Hungary - Szeged;2013;8;WDBRC;IDBF;02:27.700;Great Britain;National Team;10;500;senior A;women;130;4;round 3;;
201308_hungary_szeged;Hungary - Szeged;2013;8;WDBRC;IDBF;02:27.780;Trinidad and Tobago;National Team;10;500;junior A;mixed;103;4;round 3;;
201308_hungary_szeged;Hungary - Szeged;2013;8;WDBRC;IDBF;02:27.820;Trinidad and Tobago;National Team;10;500;u24;open;284;4;round 3;;
201308_hungary_szeged;Hungary - Szeged;2013;8;WDBRC;IDBF;02:27.850;United States;National Team;20;500;senior C;women;288;1;final 1;;
201308_hungary_szeged;Hungary - Szeged;2013;8;WDBRC;IDBF;02:27.940;Iran;National Team;10;500;premier;open;275;6;semi 2;;
201308_hungary_szeged;Hungary - Szeged;2013;8;WDBRC;IDBF;02:28.140;Hungary;National Team;10;500;junior B;mixed;105;3;round 3;;
201308_hungary_szeged;Hungary - Szeged;2013;8;WDBRC;IDBF;02:28.180;United States;National Team;20;500;senior C;women;255;6;heat 1;;
201308_hungary_szeged;Hungary - Szeged;2013;8;WDBRC;IDBF;02:28.480;Australia;National Team;10;500;junior B;women;124;4;round 2;;
201308_hungary_szeged;Hungary - Szeged;2013;8;WDBRC;IDBF;02:28.550;Norway;National Team;10;500;premier;open;275;1;semi 2;;
201308_hungary_szeged;Hungary - Szeged;2013;8;WDBRC;IDBF;02:29.350;Cyprus;National Team;10;500;senior A;open;123;5;round 1;;
201308_hungary_szeged;Hungary - Szeged;2013;8;WDBRC;IDBF;02:29.600;Australia;National Team;10;500;junior B;women;128;5;round 3;;
201308_hungary_szeged;Hungary - Szeged;2013;8;WDBRC;IDBF;02:29.620;Chinese Taipei;National Team;10;500;premier;women;277;2;grand final;;
201308_hungary_szeged;Hungary - Szeged;2013;8;WDBRC;IDBF;02:29.630;Hungary;National Team;10;500;junior B;mixed;93;2;round 2;;
201308_hungary_szeged;Hungary - Szeged;2013;8;WDBRC;IDBF;02:29.730;Chinese Taipei;National Team;10;500;premier;women;243;2;heat 1;;
201308_hungary_szeged;Hungary - Szeged;2013;8;WDBRC;IDBF;02:29.880;Trinidad and Tobago;National Team;10;500;premier;open;266;2;rep 1;;
201308_hungary_szeged;Hungary - Szeged;2013;8;WDBRC;IDBF;02:29.890;Philippines;National Team;10;500;premier;women;277;4;grand final;;
201308_hungary_szeged;Hungary - Szeged;2013;8;WDBRC;IDBF;02:30.180;Romania;National Team;10;500;premier;open;285;6;minor final;;
201308_hungary_szeged;Hungary - Szeged;2013;8;WDBRC;IDBF;02:30.230;Cyprus;National Team;10;500;senior A;mixed;92;2;round 2;;
201308_hungary_szeged;Hungary - Szeged;2013;8;WDBRC;IDBF;02:30.270;Cyprus;National Team;10;500;senior A;mixed;78;4;round 1;;
201308_hungary_szeged;Hungary - Szeged;2013;8;WDBRC;IDBF;02:30.430;Czech Republic;National Team;20;500;senior B;women;271;4;semi 1;;
201308_hungary_szeged;Hungary - Szeged;2013;8;WDBRC;IDBF;02:30.480;Romania;National Team;10;500;premier;open;274;6;semi 1;;
201308_hungary_szeged;Hungary - Szeged;2013;8;WDBRC;IDBF;02:30.530;Philippines;National Team;10;500;premier;women;244;2;heat 2;;
201308_hungary_szeged;Hungary - Szeged;2013;8;WDBRC;IDBF;02:30.680;Australia;National Team;10;500;junior B;women;119;6;round 1;;
201308_hungary_szeged;Hungary - Szeged;2013;8;WDBRC;IDBF;02:30.920;Great Britain;National Team;10;500;premier;women;277;5;grand final;;
201308_hungary_szeged;Hungary - Szeged;2013;8;WDBRC;IDBF;02:31.070;Slovak Republic;National Team;10;500;senior A;women;126;4;round 2;;
201308_hungary_szeged;Hungary - Szeged;2013;8;WDBRC;IDBF;02:31.200;Cyprus;National Team;10;500;senior A;mixed;104;3;round 3;;
201308_hungary_szeged;Hungary - Szeged;2013;8;WDBRC;IDBF;02:31.380;Hungary;National Team;10;500;u24;women;245;3;round 1;;
201308_hungary_szeged;Hungary - Szeged;2013;8;WDBRC;IDBF;02:31.400;Germany;National Team;10;500;senior B;women;124;3;round 2;;
201308_hungary_szeged;Hungary - Szeged;2013;8;WDBRC;IDBF;02:31.470;Chinese Taipei;National Team;10;500;premier;women;264;3;semi 1;;
201308_hungary_szeged;Hungary - Szeged;2013;8;WDBRC;IDBF;02:31.650;United States;National Team;20;500;senior C;women;271;1;semi 1;;
201308_hungary_szeged;Hungary - Szeged;2013;8;WDBRC;IDBF;02:31.730;Hungary;National Team;10;500;junior B;mixed;77;6;round 1;;
201308_hungary_szeged;Hungary - Szeged;2013;8;WDBRC;IDBF;02:31.740;Slovak Republic;National Team;10;500;senior A;women;130;5;round 3;;
201308_hungary_szeged;Hungary - Szeged;2013;8;WDBRC;IDBF;02:31.880;Great Britain;National Team;10;500;premier;women;243;3;heat 1;;
201308_hungary_szeged;Hungary - Szeged;2013;8;WDBRC;IDBF;02:31.890;Great Britain;National Team;10;500;premier;women;264;4;semi 1;;
201308_hungary_szeged;Hungary - Szeged;2013;8;WDBRC;IDBF;02:31.910;Slovak Republic;National Team;10;500;senior A;women;121;3;round 1;;
201308_hungary_szeged;Hungary - Szeged;2013;8;WDBRC;IDBF;02:31.980;Serbia;National Team;10;500;premier;mixed;94;1;semi 1;;
201308_hungary_szeged;Hungary - Szeged;2013;8;WDBRC;IDBF;02:32.330;Czech Republic;National Team;20;500;senior B;women;254;3;heat 1;;
201308_hungary_szeged;Hungary - Szeged;2013;8;WDBRC;IDBF;02:32.810;Australia;National Team;10;500;u24;women;265;3;round 2;;
201308_hungary_szeged;Hungary - Szeged;2013;8;WDBRC;IDBF;02:33.770;Serbia;National Team;10;500;premier;mixed;106;6;grand final;;
201308_hungary_szeged;Hungary - Szeged;2013;8;WDBRC;IDBF;02:34.350;Czech Republic;National Team;20;500;junior A;women;255;1;heat 1;;
201308_hungary_szeged;Hungary - Szeged;2013;8;WDBRC;IDBF;02:34.570;Hungary;National Team;10;500;senior B;women;124;2;round 2;;
201308_hungary_szeged;Hungary - Szeged;2013;8;WDBRC;IDBF;02:34.610;Serbia;National Team;10;500;premier;mixed;79;5;heat 1;;
201308_hungary_szeged;Hungary - Szeged;2013;8;WDBRC;IDBF;02:34.650;Hungary;National Team;10;500;senior B;women;128;3;round 3;;
201308_hungary_szeged;Hungary - Szeged;2013;8;WDBRC;IDBF;02:34.770;Germany;National Team;10;500;senior B;women;128;1;round 3;;
201308_hungary_szeged;Hungary - Szeged;2013;8;WDBRC;IDBF;02:34.820;Germany;National Team;10;500;senior B;women;119;2;round 1;;
201308_hungary_szeged;Hungary - Szeged;2013;8;WDBRC;IDBF;02:36.290;Hungary;National Team;10;500;u24;women;265;4;round 2;;
201308_hungary_szeged;Hungary - Szeged;2013;8;WDBRC;IDBF;02:36.400;Australia;National Team;10;500;u24;women;278;4;round 3;;
201308_hungary_szeged;Hungary - Szeged;2013;8;WDBRC;IDBF;02:36.450;Cyprus;National Team;10;500;senior A;open;132;1;round 3;;
201308_hungary_szeged;Hungary - Szeged;2013;8;WDBRC;IDBF;02:36.740;Puerto Rico;National Team;10;500;senior A;women;126;2;round 2;;
201308_hungary_szeged;Hungary - Szeged;2013;8;WDBRC;IDBF;02:36.780;Czech Republic;National Team;20;500;junior A;women;288;4;final 1;;
201308_hungary_szeged;Hungary - Szeged;2013;8;WDBRC;IDBF;02:36.900;Puerto Rico;National Team;10;500;senior A;women;121;5;round 1;;
201308_hungary_szeged;Hungary - Szeged;2013;8;WDBRC;IDBF;02:36.910;Canada;National Team;10;500;junior B;women;124;6;round 2;;
201308_hungary_szeged;Hungary - Szeged;2013;8;WDBRC;IDBF;02:37.130;Czech Republic;National Team;20;500;junior A;women;271;6;semi 1;;
201308_hungary_szeged;Hungary - Szeged;2013;8;WDBRC;IDBF;02:37.140;United States;National Team;10;500;u24;women;245;5;round 1;;
201308_hungary_szeged;Hungary - Szeged;2013;8;WDBRC;IDBF;02:37.210;Trinidad and Tobago;National Team;10;500;u24;women;245;4;round 1;;
201308_hungary_szeged;Hungary - Szeged;2013;8;WDBRC;IDBF;02:37.360;Canada;National Team;10;500;u24;women;245;1;round 1;;
201308_hungary_szeged;Hungary - Szeged;2013;8;WDBRC;IDBF;02:37.390;Canada;National Team;10;500;junior B;women;119;5;round 1;;
201308_hungary_szeged;Hungary - Szeged;2013;8;WDBRC;IDBF;02:37.440;Trinidad and Tobago;National Team;10;500;premier;women;243;4;heat 1;;
201308_hungary_szeged;Hungary - Szeged;2013;8;WDBRC;IDBF;02:37.820;Hong Kong;National Team;10;500;u24;women;245;6;round 1;;
201308_hungary_szeged;Hungary - Szeged;2013;8;WDBRC;IDBF;02:38.200;Hungary;National Team;10;500;senior B;women;119;1;round 1;;
201308_hungary_szeged;Hungary - Szeged;2013;8;WDBRC;IDBF;02:38.660;Puerto Rico;National Team;10;500;premier;women;244;4;heat 2;;
201308_hungary_szeged;Hungary - Szeged;2013;8;WDBRC;IDBF;02:38.890;Canada;National Team;10;500;u24;women;265;2;round 2;;
201308_hungary_szeged;Hungary - Szeged;2013;8;WDBRC;IDBF;02:39.030;Italy;National Team;10;500;senior A;mixed;92;4;round 2;;
201308_hungary_szeged;Hungary - Szeged;2013;8;WDBRC;IDBF;02:39.200;Czech Republic;National Team;20;500;senior B;women;289;5;final 1;;
201308_hungary_szeged;Hungary - Szeged;2013;8;WDBRC;IDBF;02:39.760;Puerto Rico;National Team;10;500;senior A;women;130;3;round 3;;
201308_hungary_szeged;Hungary - Szeged;2013;8;WDBRC;IDBF;02:39.780;Trinidad and Tobago;National Team;10;500;premier;women;277;1;grand final;;
201308_hungary_szeged;Hungary - Szeged;2013;8;WDBRC;IDBF;02:40.240;United States;National Team;10;500;u24;women;278;1;round 3;;
